"","name_img","whiteRatio","sizeRatio","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","fit.cluster"
"1829","img-845.png",1169,469,432,567,390,367,476,334,427,368,328,"0.446428571428571",9
"1830","img-846.png",941,205,293,609,390,413,381,276,338,394,384,"0.339285714285714",10
"1831","img-847.png",1436,469,457,673,481,491,512,385,503,467,499,"0.464285714285714",18
"1832","img-848.png",799,221,293,505,295,367,381,363,449,272,407,"0.303571428571429",10
"1833","img-849.png",854,220,293,567,369,433,381,334,306,368,358,"0.357142857142857",10
"1834","img-85.png",1466,358,81,548,558,379,398,443,611,618,587,"0.4",18
"1835","img-850.png",894,282,218,375,495,417,441,27,473,432,507,"0.45",14
"1836","img-851.png",1062,276,1,268,322,252,71,189,198,213,476,"0.454545454545455",14
"1837","img-852.png",1542,271,117,382,455,477,534,554,541,551,552,"0.909090909090909",28
"1838","img-853.png",686,293,256,632,455,422,306,156,90,139,237,"0.359649122807018",24
"1839","img-854.png",856,49,386,654,485,342,327,144,123,265,287,"0.555555555555556",30
"1840","img-855.png",1314,416,1,83,356,542,586,584,607,575,556,"0.666666666666667",7
"1841","img-856.png",996,346,1,142,292,493,586,584,580,542,489,"0.4",3
"1845","img-86.png",1595,176,1,437,637,655,621,509,449,467,452,"0.428571428571429",28
"1849","img-863.png",1563,393,1,44,246,453,621,623,628,623,597,"0.714285714285714",7
"1852","img-866.png",1518,329,1,17,263,590,636,645,623,601,556,"0.5",7
"1853","img-867.png",1489,235,1,83,356,590,616,645,623,601,507,"0.3",20
"1856","img-87.png",1403,383,1,10,390,616,572,602,449,117,358,"0.357142857142857",29
"1857","img-870.png",1641,282,1,127,455,630,645,648,633,620,625,"0.75",20
"1858","img-871.png",1558,161,1,44,246,367,534,602,635,630,630,"0.928571428571429",7
"1860","img-873.png",1593,259,1,232,500,683,607,613,607,616,612,"0.666666666666667",20
"1861","img-874.png",1532,393,1,17,122,417,586,635,631,626,618,"0.6",7
"1862","img-875.png",1588,259,1,83,356,516,616,645,631,626,595,"0.6",20
"1863","img-876.png",1310,300,1,158,402,467,563,588,607,592,560,"0.555555555555556",7
"1866","img-879.png",63,439,416,187,44,165,56,172,150,23,190,"0.206521739130435",13
"1867","img-88.png",1449,161,1,399,657,664,586,476,411,328,227,"0.266666666666667",26
"1868","img-880.png",320,131,249,336,289,299,332,311,171,320,340,"0.310344827586207",24
"1869","img-881.png",400,146,209,395,295,339,216,242,161,204,358,"0.321428571428571",24
"1870","img-882.png",473,122,218,315,304,379,370,322,141,354,322,"0.366666666666667",24
"1871","img-883.png",674,139,179,476,455,339,351,301,368,305,407,"0.392857142857143",10
"1872","img-884.png",843,466,200,437,561,33,504,414,273,443,476,"0.272727272727273",25
"1873","img-885.png",453,201,301,127,89,107,331,603,368,319,287,"0.413461538461538",27
"1875","img-887.png",714,285,281,612,337,367,381,370,419,158,151,"0.30952380952381",10
"1876","img-888.png",95,443,383,419,246,99,33,75,84,91,151,"0.196428571428571",13
"1877","img-889.png",268,377,103,51,278,670,281,107,141,202,302,"0.283333333333333",5
"1878","img-89.png",1551,276,1,263,513,655,648,634,218,239,151,"0.214285714285714",29
"1879","img-890.png",500,276,1,142,292,332,102,179,21,26,227,"0.333333333333333",5
"1880","img-891.png",722,327,71,116,330,475,381,212,300,564,597,"0.44047619047619",19
"1882","img-893.png",485,131,43,662,360,325,471,248,290,279,201,"0.346153846153846",24
"1883","img-894.png",325,421,40,178,603,607,362,141,161,158,187,"0.333333333333333",4
"1884","img-895.png",644,120,236,552,225,265,319,159,60,368,499,"0.428571428571429",24
"1885","img-896.png",1146,380,120,104,688,546,428,323,446,441,427,"0.740740740740741",11
"1886","img-897.png",913,118,1,232,356,542,586,584,607,592,556,"0.466666666666667",19
"1887","img-898.png",870,194,366,551,329,271,168,459,356,523,469,"0.289473684210526",14
"1888","img-899.png",1553,156,60,528,598,500,543,594,526,582,569,"0.55",28
"1889","img-9.png",743,225,399,489,358,371,366,294,253,302,284,"0.388888888888889",10
"1890","img-90.png",1413,81,326,621,466,367,410,385,368,394,358,"0.446428571428571",9
"1891","img-900.png",1283,221,285,616,455,506,471,375,465,436,447,"0.384615384615385",9
"1892","img-901.png",1357,474,285,599,517,528,510,471,443,460,397,"0.442307692307692",18
"1893","img-902.png",1085,207,354,529,343,401,423,375,383,408,420,"0.423076923076923",9
"1894","img-903.png",1514,204,411,662,467,548,523,454,481,436,526,"0.576923076923077",18
"1896","img-905.png",1076,133,209,395,552,638,562,416,338,204,358,"0.375",26
"1897","img-906.png",584,243,71,378,637,544,209,190,180,215,272,"0.297619047619048",16
"1898","img-907.png",357,57,1,4,16,16,126,174,356,385,373,"0.368421052631579",22
"1899","img-908.png",472,107,37,226,563,455,272,118,154,286,244,"0.344827586206897",4
"1900","img-909.png",1228,219,43,148,485,625,510,542,443,279,507,"0.269230769230769",29
"1901","img-91.png",601,400,93,191,303,352,155,248,257,408,341,"0.730769230769231",16
"1902","img-910.png",695,83,235,584,315,340,102,201,343,303,330,"0.18",24
"1903","img-911.png",996,416,179,489,332,274,188,363,435,394,384,"0.541666666666667",25
"1905","img-913.png",1532,377,1,151,711,710,642,464,476,551,531,"0.454545454545455",28
"1908","img-916.png",205,300,448,200,111,128,289,381,368,124,70,"0.2109375",2
"1909","img-917.png",427,266,537,197,87,202,286,536,482,179,148,"0.212121212121212",2
"1910","img-918.png",556,277,499,253,196,270,372,511,441,246,182,"0.2421875",2
"1911","img-919.png",553,273,541,214,154,290,440,573,368,179,145,"0.234375",2
"1912","img-92.png",1364,99,313,601,395,381,400,399,355,590,616,"0.517241379310345",1
"1913","img-920.png",343,266,554,188,111,225,316,509,450,80,59,"0.2421875",2
"1914","img-921.png",330,471,87,215,390,317,319,101,161,179,89,"0.321428571428571",5
"1915","img-922.png",1134,196,97,329,487,654,603,459,471,421,442,"0.328947368421053",26
"1916","img-923.png",576,459,115,101,303,401,518,315,408,369,526,"0.512820512820513",19
"1917","img-924.png",1172,328,110,323,555,597,505,459,451,468,518,"0.473684210526316",26
"1918","img-925.png",727,253,269,646,329,343,266,306,440,513,410,"0.342105263157895",10
"1919","img-926.png",1517,316,293,635,567,453,552,518,518,545,513,"0.464285714285714",18
"1920","img-927.png",1024,282,125,524,678,533,417,370,300,285,322,"0.30952380952381",25
"1921","img-928.png",1255,177,263,556,686,573,521,414,387,376,366,"0.340909090909091",26
"1922","img-929.png",826,88,81,548,639,440,441,373,271,297,322,"0.316666666666667",30
"1923","img-93.png",252,416,469,401,145,150,145,406,187,192,216,"0.234042553191489",2
"1924","img-930.png",981,101,136,437,609,508,421,267,300,328,274,"0.333333333333333",30
"1925","img-931.png",274,476,15,284,275,142,120,91,71,80,174,"0.208333333333333",5
"1926","img-932.png",174,426,476,405,121,90,149,348,140,150,205,"0.232954545454545",13
"1927","img-933.png",152,443,424,397,104,129,132,360,161,118,141,"0.197674418604651",13
"1928","img-934.png",1254,282,1,232,292,440,460,419,300,328,437,"0.416666666666667",3
"1929","img-935.png",1365,282,1,382,492,555,504,464,476,496,531,"0.545454545454545",28
"1930","img-936.png",1262,167,1,232,356,417,441,294,411,508,489,"0.4",8
"1931","img-937.png",824,267,1,12,378,516,534,419,435,455,437,"0.416666666666667",19
"1932","img-938.png",1615,444,103,536,730,670,579,509,511,523,608,"0.75",28
"1933","img-939.png",748,471,69,345,287,401,219,182,290,319,368,"0.326923076923077",16
"1934","img-94.png",168,398,443,435,142,190,113,322,222,172,199,"0.216666666666667",2
"1935","img-940.png",699,346,1,69,87,252,226,348,597,609,602,"0.727272727272727",12
"1936","img-941.png",1171,429,1,13,87,252,504,464,615,619,638,"0.727272727272727",12
"1938","img-943.png",1538,259,1,12,205,440,534,613,617,628,639,"0.833333333333333",7
"1940","img-945.png",1374,282,1,151,229,252,594,637,632,627,602,"0.454545454545455",7
"1945","img-95.png",145,431,253,506,92,138,103,163,230,161,201,"0.244565217391304",13
"1956","img-96.png",305,416,403,516,259,163,207,331,282,245,204,"0.261111111111111",2
"1966","img-969.png",1206,100,1,268,322,375,504,554,541,609,476,"0.727272727272727",8
"1967","img-97.png",521,442,97,206,474,414,266,220,223,295,334,"0.315789473684211",16
"1977","img-979.png",683,95,84,549,580,231,415,367,433,167,168,"0.224137931034483",30
"1978","img-98.png",313,361,168,410,273,237,209,173,259,196,187,"0.285714285714286",5
"1979","img-980.png",1465,461,1,232,728,707,563,294,550,592,587,"0.555555555555556",28
"1980","img-981.png",944,303,1,10,455,655,635,567,218,117,46,"0.142857142857143",17
"1981","img-982.png",982,104,170,629,580,455,235,251,171,286,434,"0.327586206896552",30
"1983","img-984.png",1245,471,179,437,520,552,460,159,570,549,507,"0.333333333333333",8
"1984","img-985.png",1428,314,136,437,670,647,499,509,511,491,507,"0.5",28
"1986","img-987.png",1525,324,60,315,576,559,281,509,580,554,556,"0.6",28
"1987","img-988.png",260,462,90,284,263,80,188,236,240,267,201,"0.3",5
"1988","img-989.png",428,433,179,315,286,225,281,191,240,267,201,"0.4",5
"1989","img-99.png",313,429,87,293,407,104,169,250,180,285,218,"0.357142857142857",5
"1990","img-990.png",478,395,218,346,356,255,281,236,326,354,274,"0.3",16
"1991","img-991.png",316,141,168,497,704,684,209,1,27,53,105,"0.238095238095238",4
"1992","img-992.png",1343,235,253,539,491,503,456,143,358,568,433,"0.369565217391304",1
"1993","img-993.png",210,250,151,207,82,105,59,594,202,218,322,"0.275",27
"1994","img-994.png",197,250,194,142,73,21,36,496,394,267,288,"0.275",27
"1995","img-995.png",742,461,1,13,229,375,504,348,64,71,239,"0.545454545454545",17
"1996","img-996.png",1092,179,1,69,229,252,504,464,348,376,531,"0.909090909090909",3
"1997","img-997.png",612,120,40,609,369,245,216,180,281,148,151,"0.321428571428571",24
"1998","img-998.png",899,404,179,127,696,652,188,61,368,290,264,"0.645833333333333",11
"1999","img-999.png",810,264,419,595,263,322,543,528,126,98,345,"0.25",10
