"","name_img","whiteRatio","sizeRatio","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","fit.cluster"
"1486","img-536.png",769,361,1,104,292,467,534,613,550,523,507,"0.444444444444444",19
"1487","img-537.png",1135,361,1,104,347,467,563,588,607,592,535,"0.5",7
"1488","img-538.png",849,214,1,6,258,436,516,534,529,540,491,"0.529411764705882",19
"1489","img-539.png",288,429,1,22,292,408,493,456,468,485,403,"0.333333333333333",23
"1490","img-54.png",96,351,400,373,84,4,282,266,12,25,57,"0.242647058823529",13
"1491","img-540.png",834,282,1,176,372,495,581,578,571,540,491,"0.411764705882353",19
"1492","img-541.png",1174,68,18,331,602,668,513,395,352,383,403,"0.411111111111111",26
"1493","img-542.png",1301,243,81,355,672,657,513,380,428,473,386,"0.4",26
"1494","img-543.png",812,48,536,621,403,413,287,131,60,148,281,"0.410714285714286",24
"1495","img-544.png",811,462,88,693,484,408,373,262,66,78,347,"0.388888888888889",30
"1496","img-545.png",744,342,1,31,455,670,650,509,265,80,201,"0.3125",17
"1497","img-546.png",616,263,1,284,552,670,639,256,161,80,103,"0.1875",17
"1498","img-547.png",723,138,1,367,591,683,534,294,206,128,74,"0.222222222222222",17
"1499","img-548.png",624,68,54,90,687,558,277,120,220,243,457,"0.585585585585586",17
"1500","img-549.png",1155,218,315,612,415,504,507,363,368,424,384,"0.354166666666667",9
"1501","img-55.png",65,351,376,413,197,1,150,266,13,25,66,"0.161764705882353",13
"1502","img-550.png",1125,314,468,567,354,504,507,329,405,328,412,"0.416666666666667",9
"1503","img-551.png",858,218,352,550,396,416,438,294,195,476,437,"0.375",14
"1504","img-552.png",1095,314,440,612,490,416,410,389,300,394,353,"0.416666666666667",9
"1505","img-553.png",621,204,315,437,332,480,410,186,195,363,322,"0.375",24
"1506","img-554.png",1601,218,496,684,543,555,534,554,522,551,543,"0.590909090909091",18
"1507","img-555.png",1613,282,1,151,411,555,594,626,615,609,602,"0.727272727272727",20
"1508","img-556.png",1582,364,1,83,534,647,636,635,511,523,556,"0.7",20
"1509","img-557.png",175,474,371,377,124,194,279,217,135,179,213,"0.25",13
"1510","img-558.png",1346,128,370,534,468,443,139,80,307,575,441,"0.46",1
"1511","img-559.png",582,36,96,73,242,633,595,256,210,179,295,"0.453125",17
"1512","img-56.png",109,373,349,461,205,9,140,393,18,17,77,"0.198529411764706",13
"1513","img-560.png",1452,51,130,514,716,541,384,491,515,534,507,"0.423913043478261",28
"1514","img-561.png",1496,139,224,538,535,543,551,475,511,507,501,"0.5",28
"1515","img-562.png",1177,125,194,421,545,542,538,294,473,473,502,"0.45",26
"1516","img-563.png",587,209,153,265,166,128,23,573,380,451,443,"0.5",27
"1517","img-564.png",417,225,204,226,120,119,101,572,332,286,378,"0.439655172413793",27
"1518","img-565.png",474,457,179,182,64,93,49,552,331,360,458,"0.5",27
"1519","img-566.png",386,209,121,253,95,169,67,511,236,356,346,"0.40625",27
"1520","img-567.png",171,190,68,32,464,168,76,150,51,89,528,"0.655172413793103",5
"1521","img-568.png",1432,161,383,660,492,502,188,36,348,594,400,"0.363636363636364",1
"1522","img-569.png",1209,177,346,606,432,375,149,189,234,571,428,"0.431818181818182",1
"1523","img-57.png",1331,389,209,552,637,367,381,385,397,305,452,"0.535714285714286",25
"1524","img-570.png",1090,177,308,556,455,403,149,55,198,571,496,"0.340909090909091",14
"1525","img-571.png",932,177,346,542,411,341,110,36,234,571,428,"0.295454545454545",14
"1526","img-572.png",1081,161,346,606,432,313,110,55,198,578,400,"0.340909090909091",14
"1527","img-573.png",1354,177,346,606,543,431,226,123,348,578,456,"0.409090909090909",1
"1528","img-574.png",79,90,434,63,74,28,43,46,28,56,52,"0.26875",13
"1529","img-575.png",413,235,51,41,78,110,462,506,409,308,385,"0.365591397849462",23
"1530","img-576.png",229,416,385,459,173,243,205,314,276,183,181,"0.207446808510638",2
"1531","img-577.png",1088,129,67,588,457,379,380,294,336,397,560,"0.677777777777778",1
"1532","img-578.png",1131,219,75,232,415,617,619,548,460,394,384,"0.375",29
"1533","img-579.png",1125,217,75,311,505,630,566,470,460,363,412,"0.375",26
"1534","img-58.png",1252,361,261,621,567,367,476,435,338,305,358,"0.5",25
"1535","img-580.png",1372,259,48,258,505,642,624,492,460,424,461,"0.479166666666667",29
"1536","img-581.png",1186,235,103,339,505,630,566,470,435,455,412,"0.395833333333333",26
"1537","img-582.png",1282,235,79,305,508,606,593,467,431,475,478,"0.434782608695652",26
"1538","img-583.png",1147,252,48,258,469,642,607,419,460,455,384,"0.416666666666667",29
"1539","img-584.png",655,315,225,200,205,169,284,478,435,502,451,"0.354166666666667",23
"1540","img-585.png",718,48,33,62,253,671,615,247,170,216,327,"0.338709677419355",17
"1541","img-586.png",1048,36,78,67,479,692,597,168,170,332,354,"0.5",17
"1542","img-587.png",45,106,298,70,88,111,97,102,106,126,140,"0.208823529411765",13
"1543","img-588.png",68,111,298,103,96,155,115,80,81,67,128,"0.211940298507463",13
"1544","img-589.png",1212,161,65,505,524,453,453,416,449,467,452,"0.446428571428571",26
"1545","img-59.png",1417,214,43,345,703,625,471,426,383,279,341,"0.461538461538462",26
"1546","img-590.png",938,120,306,496,455,390,410,497,315,394,404,"0.390625",10
"1547","img-591.png",1499,289,189,437,596,503,506,172,324,583,515,"0.478260869565217",28
"1548","img-592.png",1205,309,189,460,491,411,456,73,211,560,459,"0.391304347826087",6
"1549","img-593.png",1476,252,220,514,521,459,506,244,358,560,497,"0.456521739130435",18
"1550","img-594.png",1408,184,273,458,505,460,460,159,435,559,461,"0.4375",1
"1551","img-595.png",580,289,45,389,673,523,199,185,214,237,293,"0.310810810810811",16
"1552","img-596.png",532,363,5,406,688,588,291,175,182,225,284,"0.291666666666667",16
"1553","img-597.png",533,55,278,576,599,321,222,232,238,237,209,"0.283783783783784",24
"1554","img-598.png",761,63,154,489,712,467,314,246,253,276,284,"0.305555555555556",30
"1555","img-599.png",1378,195,241,612,455,516,169,101,449,592,495,"0.380952380952381",1
"1556","img-6.png",1086,320,499,496,364,390,469,381,421,394,384,"0.375",9
"1557","img-60.png",1343,354,326,621,390,367,476,385,397,368,452,"0.714285714285714",9
"1558","img-600.png",1234,177,367,612,513,533,169,40,218,580,495,"0.428571428571429",1
"1561","img-603.png",341,398,124,153,473,516,439,271,361,543,194,"0.206896551724138",16
"1562","img-604.png",1217,35,156,567,660,603,426,345,304,290,242,"0.2875",26
"1563","img-605.png",1087,46,222,585,640,568,471,248,233,304,380,"0.269230769230769",30
"1564","img-606.png",243,410,221,141,159,225,366,500,226,302,247,"0.291666666666667",27
"1565","img-607.png",691,416,179,604,478,584,447,202,265,290,250,"0.28125",16
"1566","img-608.png",795,195,366,646,455,309,306,174,269,295,300,"0.315789473684211",10
"1567","img-609.png",470,159,281,612,337,265,258,212,218,239,292,"0.333333333333333",24
"1568","img-61.png",1221,361,326,651,637,413,381,334,338,305,255,"0.535714285714286",25
"1569","img-610.png",800,261,109,539,491,478,506,418,324,120,217,"0.304347826086957",30
"1570","img-611.png",955,42,163,474,597,604,303,153,166,391,438,"0.348837209302326",30
"1571","img-612.png",10,175,181,25,2,360,422,56,178,1,2,"0.0657894736842105",13
"1572","img-613.png",21,185,259,28,4,441,317,78,257,3,4,"0.120879120879121",13
"1573","img-614.png",1211,408,383,641,492,502,392,159,387,411,476,"0.454545454545455",1
"1574","img-615.png",615,30,59,132,308,659,567,94,127,278,307,"0.435483870967742",17
"1575","img-616.png",627,24,164,142,393,670,569,159,112,267,302,"0.366666666666667",17
"1576","img-617.png",901,403,222,557,384,447,510,248,383,408,231,"0.269230769230769",10
"1577","img-618.png",1109,442,81,232,657,610,161,294,456,383,419,"0.433333333333333",11
"1578","img-619.png",1130,442,75,284,670,540,410,363,315,345,384,"0.34375",11
"1579","img-62.png",1239,217,179,387,631,603,410,363,480,455,384,"0.333333333333333",26
"1580","img-620.png",86,373,522,245,73,112,144,198,82,63,99,"0.194444444444444",13
"1581","img-621.png",127,393,525,310,53,92,104,217,122,100,164,"0.259615384615385",13
"1582","img-622.png",1154,293,1,11,343,401,510,375,383,504,640,"0.923076923076923",3
"1583","img-623.png",13,431,322,440,25,7,12,41,30,21,44,"0.130434782608696",13
"1584","img-624.png",143,431,462,425,102,89,173,295,92,122,138,"0.207446808510638",13
"1585","img-625.png",371,381,58,395,715,556,106,141,199,101,218,"0.238095238095238",4
"1586","img-626.png",146,95,157,610,648,364,88,25,79,48,37,"0.129032258064516",4
"1587","img-627.png",864,442,20,350,670,594,381,212,319,368,358,"0.30952380952381",11
"1588","img-628.png",968,484,125,74,337,556,558,435,357,349,558,"0.642857142857143",3
"1589","img-629.png",728,327,56,89,328,482,400,251,337,530,606,"0.459770114942529",19
"1590","img-63.png",1468,478,160,296,517,645,630,509,443,460,447,"0.384615384615385",28
"1591","img-630.png",1540,259,73,512,643,602,534,274,279,575,482,"0.6",28
"1592","img-631.png",1580,196,73,484,677,614,565,368,343,575,565,"0.5",28
"1593","img-632.png",446,235,383,340,94,13,342,581,278,195,278,"0.377906976744186",27
"1594","img-633.png",684,336,220,460,540,355,93,110,177,233,313,"0.347826086956522",16
"1595","img-634.png",269,459,76,88,513,265,37,89,243,298,413,"0.650793650793651",5
"1596","img-635.png",334,380,229,116,522,248,58,141,192,268,389,"0.619047619047619",5
"1597","img-636.png",646,301,298,457,548,395,102,302,240,164,214,"0.3",16
"1598","img-637.png",194,202,339,116,155,126,130,121,475,404,207,"0.238095238095238",21
"1599","img-638.png",199,193,318,143,140,109,110,116,415,476,198,"0.284090909090909",21
"1600","img-639.png",1302,466,117,330,649,516,450,270,198,496,507,"0.545454545454545",6
"1601","img-64.png",1434,438,87,437,670,594,476,334,449,418,358,"0.392857142857143",26
"1602","img-640.png",992,466,117,330,455,313,392,348,348,496,428,"0.318181818181818",25
"1603","img-641.png",1557,219,60,251,534,516,560,559,580,575,533,"0.55",20
"1604","img-642.png",1583,438,200,495,561,582,557,554,597,551,574,"0.5",28
"1605","img-643.png",1171,438,200,437,561,516,504,414,425,443,428,"0.318181818181818",26
"1606","img-644.png",1528,471,55,268,561,612,557,464,425,496,476,"0.545454545454545",28
"1607","img-645.png",1406,438,200,437,608,375,504,270,541,523,476,"0.454545454545455",18
"1608","img-646.png",1625,438,346,578,686,639,594,600,541,523,476,"0.454545454545455",18
"1609","img-647.png",1104,377,194,315,672,366,144,253,336,485,567,"0.711111111111111",6
"1610","img-648.png",1467,466,55,268,526,681,534,348,348,523,552,"0.454545454545455",28
"1611","img-649.png",1309,235,454,674,443,391,397,541,370,396,385,"0.505376344086022",9
"1612","img-65.png",1055,471,35,64,424,696,441,353,300,383,322,"0.3",3
"1613","img-650.png",1133,416,320,620,455,379,398,514,336,366,356,"0.433333333333333",25
"1614","img-651.png",1425,446,117,382,561,555,534,414,198,523,531,"0.545454545454545",28
"1615","img-652.png",860,161,152,460,700,704,403,172,249,233,251,"0.239130434782609",30
"1616","img-653.png",42,460,355,301,58,48,62,98,123,87,99,"0.157407407407407",13
"1617","img-654.png",76,228,196,418,72,77,86,115,190,146,81,"0.211538461538462",13
"1618","img-655.png",58,377,481,230,46,50,41,195,71,80,89,"0.1875",13
"1619","img-656.png",946,336,58,547,547,426,502,556,590,285,29,"0.238095238095238",25
"1620","img-657.png",1060,336,168,497,513,475,502,407,590,285,218,"0.261904761904762",25
"1621","img-658.png",1091,336,255,528,455,500,519,584,511,354,201,"0.225",25
"1622","img-659.png",1339,344,136,548,534,450,519,571,608,514,312,"0.3",18
"1623","img-66.png",778,300,419,500,349,412,383,249,65,572,507,"0.208333333333333",14
"1624","img-660.png",1154,253,383,595,455,500,519,571,473,179,169,"0.275",9
"1625","img-661.png",1237,279,67,437,626,527,474,456,391,357,466,"0.407407407407407",26
"1626","img-662.png",1001,274,1,55,176,194,510,590,610,622,626,"0.692307692307692",12
"1627","img-663.png",737,161,1,55,62,54,294,632,627,622,562,"0.384615384615385",12
"1628","img-664.png",784,182,1,11,62,194,155,375,618,622,626,"0.769230769230769",12
"1629","img-665.png",1250,182,1,12,73,332,343,576,625,628,639,"0.75",7
"1630","img-666.png",788,161,1,11,62,194,155,471,627,629,592,"0.538461538461538",12
"1631","img-667.png",1045,132,1,111,176,295,589,640,634,598,526,"0.307692307692308",12
"1632","img-668.png",630,384,383,361,75,86,80,495,579,351,358,"0.375",27
"1633","img-669.png",1404,184,179,284,505,592,486,446,460,455,461,"0.4375",28
"1634","img-67.png",751,273,503,485,321,338,405,135,67,581,327,"0.274193548387097",14
"1635","img-670.png",1266,177,179,361,520,480,438,363,368,394,461,"0.5",26
"1636","img-671.png",1291,235,15,311,520,552,438,446,405,424,480,"0.4375",26
"1637","img-672.png",1363,196,75,284,490,580,507,446,460,476,461,"0.458333333333333",26
"1638","img-673.png",1043,184,48,284,490,529,438,419,333,290,437,"0.395833333333333",11
"1639","img-674.png",1270,132,93,391,517,447,485,445,443,566,611,"0.512820512820513",8
"1640","img-675.png",1203,196,13,148,419,578,554,375,443,436,420,"0.403846153846154",29
"1641","img-676.png",1338,215,117,382,608,516,450,270,273,496,476,"0.454545454545455",26
"1642","img-677.png",1474,324,55,209,608,639,504,464,476,496,476,"0.545454545454545",28
"1643","img-678.png",1264,471,117,382,649,477,504,509,425,443,428,"0.363636363636364",26
"1644","img-679.png",1275,433,103,489,696,480,343,419,368,455,384,"0.416666666666667",26
"1645","img-68.png",1220,409,354,508,467,447,396,454,351,408,465,"0.461538461538462",9
"1646","img-680.png",1572,215,179,489,730,670,534,509,538,523,437,"0.25",28
"1648","img-682.png",1293,315,444,623,455,532,353,414,476,411,366,"0.454545454545455",9
"1649","img-683.png",1047,409,231,641,492,375,392,270,348,376,400,"0.409090909090909",25
"1650","img-684.png",972,344,70,176,477,695,564,325,331,405,309,"0.294117647058824",11
"1651","img-685.png",1375,324,154,507,644,332,563,456,511,523,403,"0.277777777777778",18
"1652","img-686.png",1283,466,218,548,356,472,534,395,473,491,419,"0.45",9
"1653","img-687.png",545,364,1,13,87,90,5,55,64,376,476,"0.545454545454545",22
"1654","img-688.png",1243,88,495,637,438,395,441,423,376,267,330,"0.4",9
"1655","img-689.png",1419,446,160,391,683,516,155,542,481,460,485,"0.461538461538462",8
"1656","img-69.png",1469,268,532,628,451,516,497,333,155,600,539,"0.416666666666667",9
"1657","img-690.png",1103,324,55,151,561,516,311,348,476,443,366,"0.318181818181818",11
"1658","img-691.png",1322,471,117,268,608,516,392,414,511,496,366,"0.545454545454545",8
"1659","img-692.png",1377,233,154,367,688,516,534,509,511,485,535,"0.444444444444444",28
"1660","img-693.png",903,466,117,382,526,375,392,348,348,443,366,"0.181818181818182",25
"1661","img-694.png",831,395,241,567,292,390,269,363,226,179,437,"0.416666666666667",10
"1662","img-695.png",1345,274,1,111,269,295,510,590,618,614,640,"0.846153846153846",7
"1663","img-696.png",1514,329,1,111,269,487,553,632,627,629,626,"0.692307692307692",7
"1664","img-697.png",896,344,1,10,148,154,381,435,511,605,614,"0.857142857142857",12
"1665","img-698.png",1485,303,1,44,148,265,476,567,621,623,630,"0.857142857142857",7
"1666","img-699.png",1168,344,1,8,122,244,343,476,580,610,632,"0.666666666666667",12
"1667","img-7.png",629,320,482,404,270,362,295,299,258,311,290,"0.352941176470588",24
"1668","img-70.png",667,238,187,104,193,151,202,616,511,455,450,"0.37962962962963",23
"1674","img-705.png",1561,293,1,104,402,630,633,644,607,557,587,"0.555555555555556",20
"1678","img-709.png",1608,293,1,232,402,630,607,633,630,616,587,"0.555555555555556",20
"1679","img-71.png",680,464,112,45,35,421,454,330,467,509,604,"0.653225806451613",23
"1680","img-710.png",1594,153,1,507,591,630,633,633,620,592,587,"0.111111111111111",28
"1681","img-711.png",1633,293,1,232,500,630,633,644,630,616,587,"0.555555555555556",20
"1682","img-712.png",1633,293,1,104,500,683,651,644,630,625,535,"0.444444444444444",20
"1684","img-714.png",1569,274,1,111,269,295,553,590,618,629,640,"0.923076923076923",7
"1685","img-715.png",1653,153,1,315,622,709,616,619,623,626,637,"0.6",20
"1686","img-716.png",1643,89,1,232,520,670,645,648,633,620,550,"0.583333333333333",20
"1687","img-717.png",1633,153,1,507,688,707,607,561,620,616,587,"0.444444444444444",28
"1688","img-718.png",730,315,326,552,332,287,410,363,161,394,358,"0.285714285714286",10
"1689","img-719.png",1451,205,457,621,498,526,534,435,449,394,487,"0.5",18
"1690","img-72.png",673,178,309,631,323,269,536,445,567,334,100,"0.237179487179487",10
"1692","img-721.png",634,290,111,643,477,398,419,417,464,523,86,"0.205882352941176",10
"1693","img-722.png",466,296,402,424,294,260,322,177,48,520,481,"0.266129032258065",24
"1694","img-723.png",572,355,402,498,371,230,249,261,161,484,401,"0.25",24
"1695","img-724.png",693,282,401,463,326,380,228,219,94,559,418,"0.2578125",14
"1696","img-725.png",1049,330,359,598,418,435,405,347,116,525,557,"0.330645161290323",14
"1697","img-726.png",1320,314,515,517,345,516,541,464,476,516,366,"0.363636363636364",9
"1698","img-727.png",1394,407,444,660,492,502,534,464,425,496,456,"0.363636363636364",18
"1699","img-728.png",1223,407,417,556,455,502,480,464,454,376,332,"0.431818181818182",9
"1700","img-729.png",1280,407,346,578,367,502,541,442,309,496,428,"0.5",9
"1701","img-73.png",937,162,282,658,410,328,555,486,575,413,201,"0.243421052631579",10
"1702","img-730.png",454,346,1,142,292,417,513,395,486,508,322,"0.333333333333333",19
"1703","img-731.png",769,204,1,8,122,244,441,476,580,575,556,"0.533333333333333",12
"1704","img-732.png",353,478,224,256,99,159,117,549,260,286,351,"0.413793103448276",27
"1705","img-733.png",395,480,202,203,123,145,123,564,201,264,379,"0.419354838709677",27
"1706","img-734.png",850,20,40,464,713,521,343,294,281,349,241,"0.345238095238095",30
"1707","img-735.png",1192,16,303,639,713,440,319,334,378,404,389,"0.380952380952381",1
"1708","img-736.png",188,446,91,535,122,24,95,403,96,134,215,"0.437735849056604",13
"1709","img-737.png",824,358,103,64,292,390,269,91,435,502,608,"0.875",22
"1710","img-738.png",1114,83,313,629,319,372,415,343,318,425,364,"0.379310344827586",9
"1711","img-739.png",994,68,204,615,423,372,361,286,291,286,340,"0.413793103448276",30
"1712","img-74.png",149,403,162,170,380,281,189,241,302,54,135,"0.303225806451613",5
"1713","img-740.png",773,95,141,501,441,394,298,227,229,254,364,"0.344827586206897",30
"1714","img-741.png",1015,452,42,328,529,467,343,431,123,328,377,"0.407407407407407",11
"1716","img-743.png",1072,122,1,60,277,444,402,486,594,538,518,"0.421052631578947",12
"1717","img-744.png",552,202,297,174,131,119,283,610,375,389,276,"0.405172413793103",27
"1718","img-745.png",512,192,289,119,93,96,240,611,468,388,311,"0.37037037037037",27
"1719","img-746.png",319,260,114,99,86,99,159,575,338,394,328,"0.348214285714286",27
"1720","img-747.png",809,38,329,661,459,336,299,232,194,237,209,"0.243243243243243",30
"1721","img-748.png",1143,55,136,586,668,538,381,212,314,343,274,"0.242857142857143",30
"1722","img-749.png",951,63,106,437,693,509,381,308,218,390,358,"0.242857142857143",30
"1723","img-75.png",278,388,176,283,406,389,267,356,389,79,160,"0.361290322580645",5
"1724","img-750.png",1168,395,222,529,544,401,423,315,321,209,231,"0.5",25
"1725","img-751.png",1238,462,160,479,718,295,423,315,383,146,231,"0.461538461538462",25
"1726","img-752.png",1577,395,285,682,718,487,471,426,443,504,447,"0.653846153846154",18
"1727","img-753.png",769,215,103,172,455,332,343,224,368,455,384,"0.458333333333333",19
"1728","img-754.png",1158,187,1,64,134,390,556,509,300,328,384,"0.333333333333333",3
"1729","img-755.png",808,195,263,542,470,375,71,123,97,535,239,"0.340909090909091",14
"1730","img-756.png",1090,177,263,578,455,313,110,85,22,551,456,"0.386363636363636",14
"1731","img-757.png",281,318,81,500,366,368,343,322,505,339,84,"0.166666666666667",5
"1732","img-758.png",585,212,95,211,573,406,415,391,453,593,201,"0.241379310344828",19
"1733","img-759.png",244,224,81,473,278,263,383,363,545,328,109,"0.166666666666667",2
"1734","img-76.png",247,403,156,222,458,335,341,363,399,49,75,"0.3375",5
"1735","img-760.png",1059,397,1,83,263,516,534,509,240,267,419,"0.5",3
"1736","img-761.png",886,276,1,339,378,440,460,419,435,455,437,"0.416666666666667",19
"1737","img-762.png",1018,286,160,391,384,352,423,375,443,460,341,"0.884615384615385",25
"1738","img-763.png",163,168,106,122,59,32,29,539,363,305,255,"0.25",27
"1739","img-764.png",396,294,513,309,221,241,311,464,374,287,322,"0.333333333333333",2
"1740","img-765.png",380,139,99,484,622,697,604,274,151,46,91,"0.16",4
"1741","img-766.png",355,135,262,534,664,689,465,274,26,164,122,"0.16",4
"1742","img-767.png",224,135,73,416,604,673,508,80,62,98,91,"0.16",4
"1743","img-768.png",436,138,253,539,691,704,430,110,52,120,114,"0.217391304347826",4
"1744","img-769.png",692,252,20,232,637,693,520,141,180,285,255,"0.30952380952381",17
"1745","img-77.png",1054,65,119,544,610,561,402,194,223,198,319,"0.289473684210526",30
"1746","img-770.png",825,235,87,378,678,684,572,141,149,158,255,"0.285714285714286",17
"1747","img-771.png",791,252,20,293,591,703,542,250,218,196,292,"0.285714285714286",17
"1748","img-772.png",513,235,125,350,591,643,558,173,149,158,255,"0.166666666666667",17
"1749","img-773.png",309,138,103,458,685,680,460,91,103,80,74,"0.208333333333333",4
"1750","img-774.png",105,438,158,241,345,431,425,85,64,71,94,"0.204545454545455",5
"1751","img-775.png",280,131,211,513,652,670,269,61,71,80,103,"0.208333333333333",4
"1752","img-776.png",826,177,179,548,698,682,410,236,161,179,201,"0.25",30
"1753","img-777.png",1528,215,200,382,686,313,557,464,511,571,552,"0.5",28
"1754","img-778.png",1508,324,117,268,686,612,504,464,511,523,476,"0.454545454545455",28
"1755","img-779.png",348,146,209,369,332,317,130,131,247,117,358,"0.303571428571429",5
"1756","img-78.png",1029,70,278,661,433,308,242,199,143,472,613,"0.486486486486487",14
"1757","img-780.png",1032,179,1,13,411,555,557,464,348,71,239,"0.818181818181818",17
"1758","img-781.png",41,250,442,149,76,86,53,532,5,36,71,"0.128571428571429",13
"1759","img-782.png",651,100,1,11,176,295,294,30,257,547,485,"0.461538461538462",22
"1760","img-783.png",1350,214,218,437,670,359,560,395,326,267,556,"0.4",26
"1761","img-784.png",607,215,48,284,591,26,269,419,300,179,322,"0.458333333333333",16
"1763","img-786.png",1230,485,491,567,415,460,486,363,405,455,384,"0.5625",9
"1764","img-787.png",572,68,59,45,138,637,615,422,104,133,307,"0.290322580645161",17
"1765","img-788.png",915,471,93,249,517,487,576,471,511,460,447,"0.346153846153846",19
"1766","img-789.png",1457,219,48,284,552,652,645,470,435,455,480,"0.416666666666667",28
"1767","img-79.png",462,68,80,408,610,571,355,306,295,295,118,"0.157894736842105",4
"1768","img-790.png",1208,217,93,345,486,487,294,182,481,547,507,"0.384615384615385",8
"1769","img-791.png",565,220,357,419,369,265,319,131,247,368,281,"0.392857142857143",24
"1770","img-792.png",98,349,374,452,245,75,44,105,51,108,194,"0.189655172413793",13
"1771","img-793.png",231,159,319,624,455,94,10,140,181,247,97,"0.210526315789474",24
"1772","img-794.png",435,244,192,605,474,309,266,174,181,198,261,"0.289473684210526",24
"1773","img-795.png",570,264,241,573,480,332,161,294,352,267,322,"0.366666666666667",24
"1774","img-796.png",236,95,65,145,38,17,11,53,161,272,179,"0.392857142857143",13
"1775","img-797.png",1159,289,1,232,591,580,534,419,161,455,322,"0.25",11
"1776","img-798.png",1457,303,1,232,591,670,607,509,300,328,437,"0.333333333333333",29
"1777","img-799.png",276,266,87,120,148,62,33,575,427,325,358,"0.321428571428571",27
"1778","img-8.png",1052,480,401,604,455,476,429,363,315,345,361,"0.375",25
"1779","img-80.png",1390,65,341,644,620,537,428,224,322,414,363,"0.319444444444444",1
"1780","img-800.png",382,266,195,157,127,116,80,495,469,368,306,"0.401785714285714",27
"1781","img-801.png",440,277,132,167,194,116,96,530,518,394,328,"0.3125",27
"1782","img-802.png",561,235,270,134,146,96,240,605,492,402,299,"0.37962962962963",27
"1783","img-803.png",1366,476,48,172,520,630,534,470,300,455,507,"0.5",29
"1785","img-805.png",389,411,114,307,95,135,51,518,218,290,369,"0.419642857142857",27
"1786","img-806.png",476,411,132,271,148,154,112,553,338,290,396,"0.383928571428571",27
"1787","img-807.png",26,461,357,215,61,62,66,195,27,47,54,"0.160714285714286",13
"1788","img-808.png",771,380,142,108,652,460,377,363,265,290,235,"0.6875",11
"1789","img-809.png",1454,138,1,293,431,575,542,489,495,515,322,"0.476190476190476",29
"1790","img-81.png",267,335,281,596,81,19,37,35,164,298,517,"0.571428571428571",24
"1791","img-810.png",551,7,1,51,205,225,188,236,326,491,583,"0.75",22
"1792","img-811.png",656,8,1,20,277,382,306,174,440,385,518,"0.736842105263158",22
"1793","img-812.png",835,8,1,93,277,239,211,357,356,513,607,"0.736842105263158",22
"1794","img-813.png",310,10,1,60,277,309,35,34,356,385,373,"0.631578947368421",22
"1795","img-814.png",741,4,1,127,122,225,370,236,326,591,618,"0.7",22
"1796","img-815.png",388,235,179,567,516,80,233,119,161,179,169,"0.3",24
"1797","img-816.png",14,448,346,29,22,189,281,64,117,157,10,"0.0848484848484849",13
"1798","img-817.png",22,448,305,43,13,181,318,80,141,231,33,"0.106060606060606",13
"1799","img-818.png",29,396,369,110,27,174,340,80,64,199,18,"0.1",13
"1800","img-819.png",18,467,330,23,24,224,244,108,133,203,19,"0.0880503144654088",13
"1801","img-82.png",1566,276,1,232,534,630,586,538,486,432,419,"0.4",28
"1802","img-820.png",12,438,325,18,9,228,229,65,113,130,12,"0.113207547169811",13
"1803","img-821.png",148,429,447,351,167,187,108,273,121,135,141,"0.22093023255814",13
"1804","img-822.png",238,429,404,483,223,200,195,369,234,127,201,"0.215909090909091",2
"1805","img-823.png",321,115,122,216,235,207,182,483,352,374,260,"0.311111111111111",27
"1806","img-824.png",1017,314,154,367,688,467,343,117,468,592,466,"0.444444444444444",11
"1807","img-825.png",1045,466,117,437,526,375,392,189,348,496,476,"0.363636363636364",25
"1808","img-826.png",209,189,1,15,109,230,537,558,170,187,111,"0.129032258064516",23
"1809","img-827.png",1007,393,1,17,122,516,534,395,511,432,419,"0.7",3
"1810","img-828.png",1430,303,1,524,722,575,572,435,449,239,255,"0.428571428571429",26
"1811","img-829.png",1182,182,1,567,552,603,410,159,161,394,384,"0.25",6
"1812","img-83.png",1479,176,1,399,534,590,607,476,411,432,419,"0.4",28
"1813","img-830.png",1239,416,1,350,637,703,572,435,563,467,452,"0.428571428571429",26
"1814","img-831.png",1333,324,136,375,670,472,370,509,473,523,419,"0.4",26
"1815","img-832.png",1122,478,241,387,520,670,410,294,300,455,480,"0.416666666666667",6
"1816","img-833.png",806,249,1,296,419,401,155,2,383,408,287,"0.230769230769231",16
"1817","img-834.png",841,249,1,111,343,401,423,129,135,408,397,"0.384615384615385",17
"1818","img-835.png",1087,156,1,350,390,367,258,101,449,467,452,"0.357142857142857",8
"1819","img-836.png",645,361,1,22,235,408,534,509,511,523,507,"0.444444444444444",19
"1820","img-837.png",967,377,1,83,292,542,586,584,532,508,489,"0.4",3
"1821","img-838.png",1351,293,1,142,480,590,586,538,607,592,522,"0.333333333333333",20
"1822","img-839.png",595,303,1,55,62,295,423,375,383,279,287,"0.307692307692308",23
"1823","img-84.png",1537,350,1,83,534,630,626,584,532,328,322,"0.333333333333333",29
"1824","img-840.png",814,44,343,551,497,444,335,240,203,198,245,"0.236842105263158",30
"1825","img-841.png",755,39,319,561,528,486,306,220,223,270,261,"0.263157894736842",30
"1826","img-842.png",49,37,1,4,277,309,35,34,105,44,1,"0.105263157894737",5
"1827","img-843.png",1472,220,486,616,343,506,534,493,443,523,536,"0.519230769230769",9
"1828","img-844.png",1453,222,326,609,498,468,476,495,484,486,487,"0.482142857142857",18
